food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
ASC040,Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),asc_manual,939.42,224.58,21.42,6.82,12.95,2.67,1.78,7543.30,3193.44,477.81,35.12,169.22,173.20,19.04,457.94,148.53,0.82,0.08,3.64,0.00,0.26,0.02,0.78,139.41,0.38,3.99,0.00,9.52,0.00,19.12,0.11,0.08,0.82,0.16,0.07,1.32,19.12,8.34,2005.97,triangle,711.61,170.12,16.22,5.17,9.81,2.03,1.35,5714.05,2419.03,361.94,26.60,128.19,131.20,14.42,346.89,112.51,0.62,0.06,2.76,0.00,0.20,0.01,0.59,105.60,0.29,3.02,0.00,7.21,0.00,14.48,0.08,0.06,0.62,0.12,0.05,1.00,14.48,6.32,1519.52
ASC041,Pea potato sandwich (toasted) (Matar aloo ka sandwich),asc_manual,692.60,164.90,25.17,4.60,5.43,1.33,2.89,576.47,962.91,2954.18,0.00,64.15,61.80,26.66,262.63,342.73,1.11,0.12,2.90,0.00,0.43,0.02,0.52,0.00,2.31,1.75,0.00,7.86,0.00,23.64,0.14,0.04,1.20,0.26,0.10,1.11,23.64,15.87,289.26,toasted triangle,615.55,146.56,22.37,4.09,4.82,1.18,2.56,512.34,855.78,2625.53,0.00,57.02,54.92,23.70,233.41,304.60,0.98,0.11,2.57,0.00,0.39,0.02,0.46,0.00,2.05,1.55,0.00,6.99,0.00,21.01,0.12,0.03,1.07,0.23,0.09,0.99,21.01,14.11,257.08
ASC042,Paneer pea sandwich (toasted) (Paneer matar ka sandwich),asc_manual,1046.81,249.56,24.05,12.40,11.98,6.40,2.12,4540.44,2891.99,3093.70,0.00,274.10,190.78,27.81,268.90,127.84,1.26,0.13,12.97,0.05,0.43,0.02,1.63,0.00,2.29,1.72,0.00,6.91,0.00,58.65,0.12,0.08,0.79,0.31,0.08,9.97,58.65,5.46,282.96,toasted triangle,930.35,221.79,21.38,11.02,10.64,5.68,1.88,4035.31,2570.26,2749.53,0.00,243.61,169.56,24.72,238.98,113.62,1.12,0.11,11.53,0.04,0.38,0.02,1.45,0.00,2.04,1.53,0.00,6.14,0.00,52.13,0.10,0.07,0.70,0.28,0.07,8.86,52.13,4.85,251.48
ASC043,Chicken sandwich (toasted),asc_manual,705.58,167.37,18.82,12.08,5.32,2.13,1.64,1141.78,725.92,213.09,26.57,99.99,147.95,20.67,327.55,203.56,0.99,0.17,9.36,0.00,0.24,0.01,0.73,18.23,0.18,0.24,0.48,4.00,9.75,24.22,0.13,0.07,3.50,0.50,0.24,2.62,24.22,15.17,316.15,toasted triangle,603.28,143.10,16.09,10.33,4.54,1.82,1.40,976.22,620.66,182.19,22.72,85.49,126.50,17.67,280.05,174.04,0.85,0.14,8.00,0.00,0.21,0.01,0.63,15.59,0.15,0.21,0.41,3.42,8.34,20.71,0.11,0.06,3.00,0.43,0.21,2.24,20.71,12.97,270.31
ASC044,Pea keema sandwich (toasted) (Matar aur keema ka sandwich),asc_manual,723.50,171.78,20.26,11.06,5.61,1.94,2.45,2222.37,1918.95,274.92,27.29,70.79,115.55,26.19,290.07,234.35,1.51,0.13,3.44,0.00,0.42,0.02,1.70,1.77,0.14,1.83,0.00,7.49,0.00,21.61,0.16,0.10,2.51,0.45,0.14,1.54,21.61,6.50,216.20,toasted triangle,612.37,145.39,17.14,9.36,4.75,1.64,2.08,1881.01,1624.20,232.69,23.10,59.91,97.80,22.17,245.52,198.36,1.28,0.11,2.91,0.00,0.36,0.02,1.43,1.50,0.12,1.55,0.00,6.34,0.00,18.29,0.14,0.08,2.12,0.38,0.12,1.31,18.29,5.50,182.99
ASC045,Classic club sandwich,asc_manual,840.30,200.83,18.49,6.74,11.56,1.86,1.62,4632.53,4002.40,1496.11,62.87,107.73,127.98,20.02,277.49,167.57,1.09,0.08,7.88,0.00,0.24,0.00,0.73,97.16,1.43,1.17,0.09,20.79,1.63,25.46,0.11,0.08,0.88,0.36,0.10,3.54,25.46,7.24,1056.80,triangle,1878.08,448.86,41.33,15.06,25.84,4.15,3.63,10353.71,8945.36,3343.80,140.52,240.77,286.03,44.74,620.20,374.52,2.44,0.18,17.61,0.00,0.55,0.01,1.62,217.16,3.20,2.62,0.21,46.46,3.65,56.90,0.26,0.19,1.96,0.80,0.23,7.92,56.90,16.19,2361.94
ASC046,Sesame toast,asc_manual,2042.69,495.19,11.15,1.90,49.38,1.46,1.32,5926.63,10168.23,30988.81,0.00,43.44,36.67,15.34,128.78,172.98,0.72,0.07,1.39,0.00,0.14,0.03,0.30,0.00,23.91,1.03,0.00,7.05,0.00,14.20,0.07,0.02,0.56,0.11,0.06,0.60,14.20,11.08,744.64,toasted triangle,1275.41,309.18,6.96,1.19,30.83,0.91,0.82,3700.44,6348.79,19348.64,0.00,27.13,22.89,9.58,80.40,108.01,0.45,0.05,0.87,0.00,0.09,0.02,0.18,0.00,14.93,0.64,0.00,4.40,0.00,8.87,0.05,0.01,0.35,0.07,0.04,0.37,8.87,6.92,464.93
ASC047,Cracked wheat porridge (Meetha daliya),asc_manual,341.09,81.57,8.87,2.64,4.08,5.12,0.62,1828.16,1007.44,870.97,0.00,75.88,59.92,5.18,15.89,71.44,0.32,0.02,0.59,0.00,0.01,0.00,0.21,0.00,0.75,0.00,0.00,0.08,0.00,4.36,0.02,0.07,0.05,0.21,0.02,1.23,4.36,1.25,124.07,bowl,1374.58,328.71,35.75,10.65,16.44,20.63,2.50,7367.50,4060.00,3510.00,0.00,305.80,241.48,20.86,64.05,287.90,1.30,0.09,2.38,0.01,0.03,0.00,0.83,0.00,3.01,0.00,0.00,0.31,0.00,17.58,0.08,0.28,0.20,0.85,0.10,4.95,17.58,5.03,500.00
ASC048,Semolina porridge (Suji/Rava daliya),asc_manual,423.06,100.89,12.39,3.75,4.08,7.54,0.70,2440.75,1096.57,147.48,0.00,108.52,95.42,10.23,23.21,123.99,0.36,0.06,1.64,0.00,0.15,0.01,0.45,0.00,0.21,0.59,0.00,0.09,0.00,8.17,0.05,0.10,0.15,0.36,0.04,1.81,8.17,1.81,199.71,bowl,1176.10,280.49,34.44,10.43,11.35,20.95,1.94,6785.27,3048.47,410.00,0.00,301.68,265.28,28.44,64.51,344.70,0.99,0.18,4.56,0.01,0.42,0.02,1.26,0.00,0.59,1.64,0.00,0.24,0.00,22.71,0.13,0.28,0.43,1.00,0.12,5.04,22.71,5.03,555.20
ASC050,Oatmeal Porridge,asc_manual,306.46,72.85,8.77,2.60,3.22,5.20,0.39,1764.70,918.84,246.98,0.02,76.83,80.12,10.97,16.14,91.03,0.28,0.04,0.75,0.00,0.19,0.00,0.32,0.00,0.17,0.00,0.00,0.00,0.00,6.02,0.07,0.07,0.09,0.25,0.04,2.20,6.02,1.26,125.63,bowl,1219.70,289.96,34.89,10.33,12.82,20.68,1.56,7023.50,3657.00,983.00,0.06,305.80,318.88,43.66,64.25,362.30,1.12,0.16,2.97,0.01,0.76,0.00,1.29,0.00,0.67,0.00,0.00,0.00,0.00,23.98,0.28,0.28,0.36,1.00,0.17,8.75,23.98,5.03,500.00
ASC051,Cornflakes with milk,asc_manual,493.71,117.33,14.95,3.59,5.12,9.97,0.78,2784.82,1530.43,370.58,0.00,106.47,108.43,14.98,26.55,132.88,0.42,0.06,1.47,0.00,0.24,0.00,0.46,0.00,0.34,0.00,0.00,0.00,0.00,15.78,0.14,0.21,0.50,0.33,0.05,2.67,15.78,1.74,172.66,bowl,1372.50,326.17,41.56,9.98,14.23,27.73,2.16,7741.80,4254.60,1030.20,0.00,296.00,301.42,41.63,73.80,369.40,1.18,0.17,4.08,0.01,0.66,0.00,1.28,0.00,0.94,0.00,0.00,0.00,0.00,43.87,0.38,0.58,1.39,0.91,0.15,7.42,43.87,4.82,480.00
ASC052,Rice flakes (Chiwda/Aval),asc_manual,471.37,112.44,15.57,3.62,3.99,7.28,0.37,2367.63,1093.92,181.40,0.00,103.15,104.43,15.61,22.40,115.40,0.62,0.06,0.82,0.01,0.10,0.02,0.45,0.00,0.20,0.00,0.00,0.11,0.00,6.98,0.04,0.10,0.24,0.35,0.04,1.75,6.98,1.74,176.29,bowl,1310.40,312.58,43.28,10.06,11.09,20.24,1.04,6582.00,3041.10,504.30,0.00,286.76,290.32,43.41,62.28,320.80,1.71,0.16,2.28,0.02,0.29,0.05,1.25,0.00,0.54,0.00,0.00,0.30,0.00,19.41,0.11,0.28,0.67,0.96,0.10,4.87,19.41,4.82,490.08
ASC053,Wheat flakes,asc_manual,471.37,112.44,15.57,3.62,3.99,7.28,0.37,2367.63,1093.92,181.40,0.00,103.15,104.43,15.61,22.40,115.40,0.62,0.06,0.82,0.01,0.10,0.02,0.45,0.00,0.20,0.00,0.00,0.11,0.00,6.98,0.04,0.10,0.24,0.35,0.04,1.75,6.98,1.74,176.29,bowl,1310.40,312.58,43.28,10.06,11.09,20.24,1.04,6582.00,3041.10,504.30,0.00,286.76,290.32,43.41,62.28,320.80,1.71,0.16,2.28,0.02,0.29,0.05,1.25,0.00,0.54,0.00,0.00,0.30,0.00,19.41,0.11,0.28,0.67,0.96,0.10,4.87,19.41,4.82,490.08
ASC054,Murmura (Puffed rice),asc_manual,475.04,113.32,15.67,3.62,4.04,7.31,0.28,2342.03,1052.35,123.97,0.00,103.79,99.79,14.18,22.52,114.53,0.63,0.06,0.82,0.01,0.11,0.01,0.44,0.00,0.19,0.00,0.00,0.11,0.00,6.07,0.04,0.10,0.27,0.33,0.04,1.85,6.07,1.74,178.11,bowl,1320.60,315.02,43.56,10.06,11.24,20.33,0.77,6510.85,2925.53,344.64,0.00,288.53,277.42,39.41,62.61,318.40,1.74,0.16,2.28,0.02,0.30,0.03,1.24,0.00,0.54,0.00,0.00,0.30,0.00,16.87,0.10,0.28,0.75,0.93,0.12,5.13,16.87,4.82,495.14
ASC055,Puffed wheat (Murmure/Moori),asc_manual,475.04,113.32,15.67,3.62,4.04,7.31,0.28,2342.03,1052.35,123.97,0.00,103.79,99.79,14.18,22.52,114.53,0.63,0.06,0.82,0.01,0.11,0.01,0.44,0.00,0.19,0.00,0.00,0.11,0.00,6.07,0.04,0.10,0.27,0.33,0.04,1.85,6.07,1.74,178.11,bowl,1320.60,315.02,43.56,10.06,11.24,20.33,0.77,6510.85,2925.53,344.64,0.00,288.53,277.42,39.41,62.61,318.40,1.74,0.16,2.28,0.02,0.30,0.03,1.24,0.00,0.54,0.00,0.00,0.30,0.00,16.87,0.10,0.28,0.75,0.93,0.12,5.13,16.87,4.82,495.14
ASC056,Boiled egg (Ubla anda),asc_manual,189.77,45.35,0.12,4.43,3.04,0.00,0.11,981.64,1154.18,385.02,121.19,17.75,61.74,4.88,170.94,50.91,0.64,0.03,13.43,0.00,0.03,0.01,0.41,65.56,0.50,0.09,0.28,0.57,4.84,16.40,0.02,0.06,0.04,0.49,0.05,6.05,16.40,0.00,52.05,egg,286.55,68.49,0.18,6.69,4.59,0.00,0.17,1482.27,1742.81,581.38,183.00,26.80,93.22,7.37,258.12,76.88,0.97,0.04,20.28,0.00,0.05,0.02,0.62,99.00,0.76,0.13,0.42,0.86,7.30,24.77,0.03,0.10,0.06,0.74,0.08,9.14,24.77,0.00,78.60
ASC057,Fried Egg ,asc_manual,928.19,223.67,0.31,11.59,19.62,0.00,0.29,3969.30,5413.97,8405.42,316.88,46.40,161.43,12.75,446.96,133.13,1.69,0.08,35.12,0.00,0.08,0.04,1.08,171.43,7.07,0.22,0.73,2.22,12.65,42.89,0.05,0.17,0.10,1.28,0.14,15.82,42.89,0.00,136.10,egg,536.03,129.17,0.18,6.69,11.33,0.00,0.17,2292.27,3126.56,4854.13,183.00,26.80,93.22,7.37,258.12,76.88,0.98,0.04,20.28,0.00,0.05,0.02,0.62,99.00,4.08,0.13,0.42,1.28,7.30,24.77,0.03,0.10,0.06,0.74,0.08,9.14,24.77,0.00,78.60
ASC058,Poached egg,asc_manual,518.05,123.87,0.37,11.98,8.19,0.05,0.30,2646.91,3112.17,1038.18,326.79,48.24,167.21,14.79,1163.07,141.30,1.75,0.08,36.29,0.00,0.09,0.04,1.12,176.79,1.36,0.23,0.75,1.53,13.04,44.23,0.05,0.17,0.11,1.32,0.15,16.32,44.23,0.00,140.35,egg,290.11,69.37,0.21,6.71,4.59,0.03,0.17,1482.27,1742.81,581.38,183.00,27.01,93.64,8.28,651.32,79.13,0.98,0.05,20.32,0.00,0.05,0.02,0.63,99.00,0.76,0.13,0.42,0.86,7.30,24.77,0.03,0.10,0.06,0.74,0.08,9.14,24.77,0.00,78.60
ASC059,Scrambled egg (Ande ki bhurji),asc_manual,649.51,155.97,1.35,10.29,12.21,1.08,0.24,5674.17,3944.74,1021.83,273.60,64.59,155.18,12.41,374.66,136.01,1.42,0.07,29.18,0.00,0.07,0.03,0.96,196.17,1.24,0.18,0.60,1.64,10.44,36.89,0.05,0.16,0.10,1.13,0.12,13.49,36.89,0.43,189.88,egg,454.66,109.18,0.95,7.20,8.55,0.76,0.17,3971.92,2761.31,715.28,191.52,45.22,108.63,8.69,262.26,95.21,0.99,0.05,20.42,0.00,0.05,0.02,0.68,137.32,0.87,0.13,0.42,1.15,7.30,25.82,0.03,0.11,0.07,0.79,0.09,9.44,25.82,0.30,132.91
ASC060,Baked egg ,asc_manual,916.63,218.85,15.42,11.88,12.65,1.66,1.03,6173.04,3702.29,838.99,204.36,164.05,236.01,17.94,523.29,143.69,1.48,0.09,22.90,0.00,0.20,0.02,1.21,185.54,0.95,0.13,0.42,1.45,7.23,35.37,0.10,0.16,0.55,0.82,0.11,9.89,35.37,0.00,122.02,egg,925.80,221.04,15.57,12.00,12.78,1.68,1.04,6234.77,3739.31,847.38,206.40,165.69,238.38,18.11,528.52,145.13,1.50,0.09,23.13,0.00,0.20,0.02,1.23,187.40,0.96,0.13,0.42,1.47,7.30,35.72,0.11,0.16,0.55,0.83,0.11,9.99,35.72,0.00,123.25
ASC061,Plain omelette/omlet,asc_manual,1127.43,272.41,0.64,9.66,25.74,0.51,0.12,4620.50,6433.86,12775.58,255.94,48.40,140.01,10.22,226.18,114.08,1.35,0.06,28.42,0.00,0.04,0.02,0.90,138.46,10.38,0.09,0.59,1.79,10.22,35.30,0.05,0.14,0.09,1.06,0.12,12.98,35.30,0.21,123.14,omelette,1612.22,389.55,0.92,13.82,36.81,0.74,0.17,6607.32,9200.42,18269.08,366.00,69.21,200.21,14.61,323.44,163.13,1.93,0.09,40.64,0.00,0.06,0.02,1.29,198.00,14.84,0.13,0.84,2.56,14.61,50.48,0.06,0.21,0.13,1.52,0.17,18.55,50.48,0.30,176.10
ASC062,Stuffed egg omelette/omlet,asc_manual,843.31,203.51,2.30,8.60,17.77,1.57,0.75,4762.88,4522.70,7171.77,154.38,89.91,182.39,14.15,267.19,161.72,0.91,0.06,16.65,0.00,0.07,0.01,0.90,115.96,5.77,3.21,0.32,5.16,5.58,26.80,0.08,0.12,0.58,0.78,0.13,9.02,26.80,3.16,649.98,omelette,2209.48,533.21,6.03,22.54,46.57,4.11,1.97,12478.76,11849.49,18790.03,404.47,235.56,477.85,37.07,700.03,423.71,2.40,0.16,43.63,0.00,0.19,0.03,2.37,303.82,15.13,8.40,0.84,13.53,14.61,70.23,0.22,0.31,1.51,2.06,0.35,23.64,70.23,8.29,1702.94
ASC063,Pancake,asc_manual,846.21,203.36,20.49,5.68,10.82,3.32,0.65,2766.08,2526.38,4767.85,35.93,79.49,101.29,13.56,143.70,116.83,0.69,0.07,4.53,0.00,0.16,0.01,0.52,19.44,3.78,1.59,0.08,0.68,1.43,12.84,0.06,0.10,0.24,0.52,0.06,3.10,12.84,1.19,195.39,pancake,357.74,85.97,8.66,2.40,4.57,1.40,0.28,1169.36,1068.03,2015.61,15.19,33.60,42.82,5.73,60.75,49.39,0.29,0.03,1.92,0.00,0.07,0.00,0.22,8.22,1.60,0.67,0.03,0.29,0.61,5.43,0.02,0.04,0.10,0.22,0.02,1.31,5.43,0.50,82.60
ASC064,Keema pancake,asc_manual,733.07,176.27,9.56,9.01,11.25,2.20,0.84,4774.82,3416.92,2148.88,46.43,40.96,110.68,16.95,125.40,198.42,0.93,0.07,2.47,0.00,0.17,0.01,1.46,38.43,1.60,2.13,0.03,4.30,0.55,11.08,0.07,0.11,1.83,0.57,0.12,2.32,11.08,4.20,770.60,pancake,809.19,194.58,10.55,9.94,12.41,2.42,0.93,5270.56,3771.68,2371.99,51.25,45.22,122.17,18.71,138.42,219.02,1.02,0.08,2.73,0.00,0.18,0.01,1.61,42.42,1.77,2.35,0.03,4.75,0.61,12.23,0.08,0.12,2.02,0.63,0.13,2.56,12.23,4.64,850.61
ASC065,Vegetable pancake,asc_manual,520.55,125.18,12.24,3.87,6.57,2.09,2.48,2574.50,1578.67,1920.98,19.32,42.89,63.25,19.91,116.69,230.72,0.79,0.09,2.07,0.00,0.21,0.01,0.48,35.17,1.54,4.21,0.03,13.94,0.52,24.39,0.09,0.06,0.55,0.46,0.10,2.48,24.39,17.61,1985.42,pancake,609.83,146.64,14.33,4.53,7.70,2.44,2.90,3016.03,1849.41,2250.43,22.63,50.24,74.09,23.32,136.71,270.29,0.92,0.10,2.43,0.00,0.24,0.01,0.56,41.20,1.80,4.93,0.03,16.33,0.61,28.57,0.10,0.07,0.65,0.54,0.12,2.91,28.57,20.63,2325.92
ASC066,Jam and fruit pancake,asc_manual,675.43,162.02,20.73,3.79,7.01,7.85,1.21,1792.72,1632.64,3082.64,23.09,54.06,68.54,11.90,93.09,110.42,0.52,0.06,2.93,0.00,0.41,0.01,0.37,12.49,2.54,1.07,0.05,1.00,0.92,12.80,0.05,0.07,0.19,0.36,0.07,2.25,12.80,9.85,146.33,pancake,444.27,106.57,13.63,2.49,4.61,5.16,0.79,1179.16,1073.87,2027.60,15.19,35.56,45.08,7.83,61.23,72.63,0.34,0.04,1.93,0.00,0.27,0.01,0.24,8.22,1.67,0.71,0.03,0.66,0.61,8.42,0.03,0.05,0.12,0.24,0.05,1.48,8.42,6.48,96.25
ASC067,Khoa and coconut pancake,asc_manual,1138.78,271.98,27.32,6.98,15.29,16.47,1.65,6999.29,2755.89,3040.07,21.35,157.22,151.28,22.61,101.00,205.43,1.12,0.10,10.61,0.02,0.25,0.01,0.80,11.55,2.54,1.04,0.05,2.87,0.85,26.87,0.06,0.09,0.25,0.39,0.06,5.50,26.87,1.02,171.62,pancake,810.24,193.51,19.44,4.97,10.88,11.72,1.18,4979.99,1960.81,2163.01,15.19,111.86,107.64,16.09,71.86,146.17,0.80,0.07,7.55,0.02,0.18,0.01,0.57,8.22,1.81,0.74,0.03,2.04,0.61,19.12,0.04,0.06,0.18,0.28,0.04,3.91,19.12,0.73,122.11
ASC068,Brown stock,asc_manual,89.24,21.32,0.25,1.95,1.38,0.14,0.09,2.98,1.64,7.67,0.00,17.16,16.78,0.72,44.60,36.68,0.30,0.00,0.03,0.00,0.02,0.00,0.01,0.00,0.00,0.04,0.00,0.37,0.00,1.30,0.02,0.02,0.71,0.01,0.00,0.05,1.30,0.31,101.74,cup,433.78,103.65,1.22,9.47,6.73,0.68,0.46,14.48,7.95,37.28,0.00,83.43,81.58,3.49,216.78,178.28,1.44,0.02,0.12,0.00,0.07,0.01,0.05,0.00,0.02,0.20,0.00,1.79,0.00,6.33,0.10,0.07,3.46,0.04,0.02,0.22,6.33,1.50,494.55
ASC069,Vegetable stock,asc_manual,72.84,17.60,0.96,0.30,1.38,0.44,0.38,853.56,343.84,67.21,3.46,5.08,5.43,2.64,49.75,30.05,0.12,0.01,0.10,0.00,0.04,0.01,0.05,15.57,0.04,0.40,0.00,2.03,0.00,3.35,0.01,0.00,0.06,0.04,0.01,0.23,3.35,1.82,330.95,cup,302.58,73.13,3.99,1.25,5.72,1.84,1.59,3545.89,1428.38,279.21,14.38,21.11,22.57,10.96,206.67,124.83,0.49,0.06,0.40,0.00,0.17,0.02,0.22,64.67,0.18,1.65,0.00,8.44,0.00,13.92,0.04,0.02,0.26,0.17,0.06,0.96,13.92,7.58,1374.85
ASC070,Chicken stock,asc_manual,125.02,29.88,0.37,3.69,1.51,0.20,0.10,139.34,167.22,66.51,10.23,3.57,30.82,4.25,58.58,56.12,0.18,0.05,3.11,0.00,0.02,0.00,0.14,1.16,0.05,0.04,0.23,0.26,4.62,2.71,0.02,0.01,1.35,0.20,0.09,0.77,2.71,0.22,6.41,cup,470.02,112.33,1.38,13.86,5.68,0.74,0.39,523.84,628.65,250.04,38.47,13.42,115.88,15.98,220.23,210.97,0.69,0.19,11.67,0.00,0.08,0.01,0.54,4.35,0.19,0.16,0.86,0.99,17.38,10.19,0.07,0.04,5.09,0.76,0.34,2.90,10.19,0.84,24.10
ASC079,Clear tomato soup (Tamatar ka soup),asc_manual,330.90,80.07,3.45,4.79,12.22,1.44,1.96,851.47,1414.00,4382.48,0.00,29.05,50.31,22.39,5135.74,232.95,1.14,0.05,0.21,0.00,0.23,0.01,0.23,0.00,3.47,6.14,0.00,14.32,0.00,11.04,0.03,0.01,0.32,0.12,0.05,0.77,11.04,13.37,3417.47,soup bowl,1315.84,318.41,13.72,19.06,48.61,5.71,7.81,3385.88,5622.76,17426.95,0.00,115.50,200.07,89.02,20422.28,926.31,4.55,0.22,0.82,0.01,0.92,0.05,0.92,0.00,13.80,24.40,0.00,56.96,0.00,43.91,0.11,0.06,1.28,0.49,0.21,3.05,43.91,53.16,13589.57
ASC080,Lentil soup,asc_manual,129.85,31.17,3.94,9.65,11.68,1.06,2.57,568.31,231.83,109.95,2.19,40.57,96.89,36.61,10418.84,350.26,2.26,0.10,1.99,0.00,0.35,0.04,0.47,9.85,0.09,1.93,0.00,8.17,0.00,8.97,0.03,0.02,0.20,0.14,0.04,0.56,8.97,4.60,2080.89,soup bowl,505.42,121.31,15.35,37.57,45.46,4.11,10.02,2212.02,902.34,427.98,8.52,157.90,377.13,142.50,40553.26,1363.30,8.79,0.38,7.74,0.01,1.38,0.15,1.82,38.32,0.37,7.52,0.00,31.80,0.00,34.92,0.10,0.06,0.76,0.53,0.16,2.20,34.92,17.90,8099.46
ASC081,Chicken consomme (Clear chicken soup),asc_manual,199.24,47.94,1.19,11.47,12.02,0.54,1.57,819.65,1205.06,595.91,17.00,35.48,102.45,32.35,8953.64,305.39,1.82,0.06,3.83,0.00,0.36,0.02,0.46,9.56,0.05,0.35,0.08,4.65,0.00,5.04,0.02,0.04,1.35,0.33,0.09,0.89,5.04,0.93,560.44,soup bowl,450.09,108.31,2.68,25.91,27.15,1.22,3.54,1851.59,2722.24,1346.15,38.40,80.15,231.43,73.07,20226.27,689.87,4.12,0.14,8.65,0.00,0.81,0.05,1.03,21.60,0.10,0.80,0.18,10.51,0.00,11.38,0.04,0.08,3.05,0.75,0.21,2.01,11.38,2.10,1266.04
ASC082,Cream of tomato soup,asc_manual,404.60,97.81,3.93,4.61,13.12,1.81,1.38,2374.48,1898.59,3845.49,5.47,39.61,56.77,19.75,4461.22,205.66,0.95,0.05,0.28,0.00,0.15,0.01,0.24,26.01,3.05,5.20,0.00,11.49,0.00,9.52,0.03,0.03,0.28,0.15,0.05,0.94,9.52,11.51,2573.71,soup bowl,1870.89,452.28,18.16,21.32,60.65,8.36,6.36,10979.60,8779.10,17781.56,25.29,183.14,262.51,91.34,20628.69,950.97,4.41,0.21,1.29,0.01,0.69,0.05,1.11,120.29,14.11,24.06,0.00,53.14,0.00,44.01,0.13,0.15,1.29,0.68,0.22,4.36,44.01,53.23,11900.84
ASC083,Cream of green peas soup,asc_manual,529.63,127.84,6.75,7.13,14.78,1.61,2.95,2672.93,2142.50,4324.33,6.19,51.01,76.14,29.97,4999.70,242.60,1.48,0.11,0.88,0.00,0.27,0.02,0.56,29.45,3.42,4.13,0.00,16.43,0.00,21.68,0.10,0.04,0.47,0.30,0.08,1.85,21.68,12.80,1001.41,soup bowl,2163.54,522.23,27.58,29.11,60.38,6.58,12.05,10918.91,8752.11,17664.90,25.29,208.39,311.02,122.44,20423.76,991.03,6.06,0.43,3.58,0.01,1.12,0.09,2.31,120.29,13.98,16.88,0.00,67.13,0.00,88.58,0.39,0.16,1.92,1.23,0.32,7.58,88.58,52.28,4090.76
ASC084,Cream of spinach soup,asc_manual,416.01,100.54,3.45,5.21,13.31,1.13,1.74,2433.50,1903.39,3918.17,5.47,70.77,64.44,52.29,4429.81,404.13,2.10,0.10,1.19,0.01,0.59,0.01,0.39,26.00,3.51,0.25,0.00,141.63,0.00,64.43,0.08,0.07,0.20,0.17,0.08,2.27,64.43,13.69,4180.58,soup bowl,1924.58,465.12,15.94,24.12,61.58,5.23,8.05,11258.10,8805.63,18126.64,25.29,327.40,298.11,241.92,20493.62,1869.62,9.72,0.48,5.51,0.06,2.74,0.06,1.81,120.29,16.26,1.17,0.00,655.23,0.00,298.06,0.37,0.31,0.92,0.77,0.36,10.48,298.06,63.34,19340.60
ASC085,Cream of mixed vegetable soup,asc_manual,248.42,59.65,4.93,6.84,9.05,2.10,2.14,2015.64,852.77,171.60,7.05,65.26,94.33,27.05,5655.45,255.87,1.36,0.07,0.64,0.00,0.23,0.02,0.48,28.60,0.17,3.60,0.00,11.38,0.00,15.03,0.06,0.04,0.32,0.24,0.06,1.44,15.03,10.77,1564.13,soup bowl,900.27,216.16,17.87,24.81,32.79,7.60,7.77,7304.67,3090.43,621.88,25.54,236.50,341.87,98.02,20495.35,927.27,4.94,0.27,2.32,0.01,0.82,0.07,1.73,103.64,0.61,13.04,0.00,41.23,0.00,54.46,0.21,0.13,1.16,0.86,0.23,5.21,54.46,39.02,5668.39
ASC086,Cream of mushroom soup,asc_manual,484.63,117.28,3.74,6.64,15.50,1.93,1.34,2922.18,2330.75,4743.45,6.74,70.56,106.93,24.31,5276.06,249.79,1.81,0.08,0.25,0.00,0.19,0.01,0.56,32.07,3.65,4.31,0.00,4.35,0.00,8.19,0.02,0.04,0.22,0.21,0.05,2.74,8.19,1.54,77.09,soup bowl,1817.53,439.83,14.04,24.90,58.13,7.24,5.01,10959.04,8741.01,17789.35,25.29,264.63,401.02,91.16,19786.80,936.77,6.79,0.30,0.92,0.01,0.71,0.05,2.09,120.29,13.69,16.15,0.00,16.32,0.00,30.72,0.06,0.13,0.81,0.78,0.19,10.29,30.72,5.79,289.13
