id,name,food_group,calories,protein,carbs,total_fat,saturated_fat,unsaturated_fat,trans_fat,cholesterol,fiber,sugar,sodium,potassium,calcium,iron,magnesium,vitamin_a,vitamin_c,vitamin_d,vitamin_b12,glycemic_index,glycemic_load,fodmap_level,insulin_index,contains_gluten,contains_dairy,contains_nuts,contains_shellfish,contains_eggs,contains_soy,contains_fish,contains_wheat,flavor_profile,texture,spice_level,average_cost,seasonal_availability,prep_time,vegetarian,vegan,pescatarian,keto_friendly,paleo_friendly,diabetes_friendly,heart_healthy,kidney_friendly,liver_friendly,cuisine_origins,breakfast_friendly,lunch_friendly,dinner_friendly,snack_friendly,sleep_impact,stress_impact
153,Ingredient_153,Fruits,289,29.7,16.4,7.7,0.5,7.0,0.54,94.2,8.0,5.6,147.1,790.6,465.9,3.0,38.3,2950.5,99.3,27.8,0.47,12,12,Medium,74,1,1,0,0,0,0,0,0,Sweet,Crispy,3,7.25,Spring,2,1,1,1,0,1,0,1,0,0,Asian,1,0,1,0,Neutral,Neutral
154,Ingredient_154,Herbs/Spices,164,19.4,45.0,26.8,7.3,11.7,0.81,64.0,6.5,1.9,524.4,159.0,167.7,7.9,168.9,2916.1,2.8,38.5,2.36,11,10,Low,28,0,0,0,0,0,0,0,1,Salty,Creamy,9,1.43,Spring,14,0,0,0,1,1,1,0,1,0,Asian,1,0,1,1,Negative,Neutral
155,Ingredient_155,Protein,159,3.3,37.9,3.3,7.5,2.0,0.34,48.0,11.2,16.3,537.7,924.4,65.4,1.2,83.2,9460.1,28.9,12.3,4.95,27,20,Medium,42,1,0,0,0,1,0,0,0,Sweet,Crispy,5,5.77,Fall,10,1,0,1,1,0,1,0,1,1,Mexican,0,1,1,1,Negative,Neutral
156,Ingredient_156,Oils,102,9.9,5.0,21.5,2.1,9.1,0.63,54.5,9.8,19.6,605.1,6.8,439.4,9.4,162.5,6976.2,4.5,13.5,2.54,32,0,Medium,93,1,0,0,0,0,0,0,0,Savory,Soft,9,2.59,Spring,13,0,1,1,1,0,0,0,1,0,Mediterranean,0,1,1,1,Neutral,Positive
157,Ingredient_157,Herbs/Spices,340,29.7,47.3,16.7,8.8,17.2,0.72,6.8,10.9,13.5,512.3,984.2,118.6,1.3,170.6,4173.8,10.7,1.4,3.4,58,14,High,15,0,1,0,0,0,1,0,0,Neutral,Crunchy,2,2.49,All year,2,0,1,0,1,0,1,0,0,0,Indian,0,0,1,0,Negative,Neutral
158,Ingredient_158,Vegetables,341,28.2,17.1,13.3,10.0,11.9,0.21,66.8,1.4,1.3,29.9,396.9,365.7,1.6,148.5,5431.8,40.1,3.5,2.91,9,21,High,80,0,0,0,1,1,0,0,0,Sour,Chewy,8,6.16,Spring,12,0,0,0,1,1,1,1,1,0,Mexican,1,1,1,1,Neutral,Positive
159,Ingredient_159,Dairy,383,22.6,4.1,11.5,1.2,14.2,0.78,28.8,6.7,15.0,959.4,87.0,498.6,6.5,24.4,1104.6,67.4,2.7,0.27,14,18,Low,21,0,0,1,0,0,0,0,0,Salty,Soft,5,9.65,Summer,5,0,0,0,1,1,1,0,0,0,Mediterranean,0,0,1,1,Negative,Negative
160,Ingredient_160,Herbs/Spices,327,24.3,7.8,5.0,3.9,0.1,0.08,62.8,5.3,18.4,776.7,496.7,80.5,3.5,145.9,450.8,8.3,36.4,3.43,22,5,High,75,0,0,0,1,0,0,0,0,Sour,Crunchy,2,5.38,Fall,16,0,0,1,1,0,1,0,1,1,Western,1,1,0,0,Positive,Neutral
161,Ingredient_161,Dairy,267,5.1,37.6,0.7,4.6,16.3,0.98,27.7,11.9,2.5,630.7,393.7,410.2,3.2,145.7,994.7,75.2,35.0,2.8,14,14,High,54,0,0,0,0,0,0,0,0,Salty,Firm,0,4.4,All year,5,0,1,0,0,1,1,0,1,1,Asian,1,0,1,0,Neutral,Positive
162,Ingredient_162,Herbs/Spices,223,2.5,49.0,10.3,7.1,0.4,0.67,13.6,2.4,18.3,550.3,135.9,319.9,1.2,65.1,3359.6,48.8,21.7,1.07,5,1,Medium,91,0,1,0,0,0,0,0,0,Neutral,Tender,8,2.18,Spring,19,0,1,0,0,0,1,1,0,0,Western,1,1,0,0,Neutral,Neutral
163,Ingredient_163,Dairy,377,16.5,11.5,21.0,5.7,18.8,0.47,17.7,7.1,8.7,82.9,32.5,241.1,0.4,88.8,2764.1,76.3,48.7,3.03,50,15,Low,82,0,0,0,1,0,0,0,1,Neutral,Chewy,5,4.98,Winter,15,1,0,0,0,0,1,1,1,0,Western,0,1,1,1,Positive,Neutral
164,Ingredient_164,Vegetables,394,22.0,18.1,17.8,9.3,14.0,0.37,23.6,4.7,4.0,680.0,403.4,165.6,2.8,25.7,6753.4,96.3,2.8,1.77,45,20,High,16,1,0,0,0,0,0,0,1,Sweet,Firm,1,3.18,Winter,3,0,0,0,0,1,0,0,0,0,Indian,0,1,1,1,Negative,Positive
165,Ingredient_165,Protein,237,3.1,0.0,24.9,3.6,13.0,0.17,20.3,2.6,16.6,284.2,160.8,424.1,9.6,130.9,7074.0,61.7,49.1,0.76,85,2,High,78,0,0,1,0,1,0,0,1,Bitter,Creamy,3,8.73,Winter,6,0,0,1,0,1,0,0,0,0,Western,1,0,1,1,Neutral,Positive
166,Ingredient_166,Fruits,232,12.1,1.0,29.2,1.1,14.3,0.57,20.1,7.0,2.0,453.0,279.5,193.0,9.2,170.2,573.7,6.4,31.0,0.76,24,15,Medium,29,0,1,1,1,0,0,1,0,Bitter,Crispy,5,7.42,Summer,3,0,0,1,1,0,0,1,0,0,Western,1,1,0,1,Positive,Neutral
167,Ingredient_167,Herbs/Spices,266,26.5,32.9,15.1,8.6,5.1,0.32,39.1,7.2,0.6,27.3,688.4,342.4,2.4,62.8,9778.2,64.7,39.2,1.53,48,24,Low,46,0,0,0,0,0,0,0,1,Neutral,Crispy,3,1.13,All year,18,1,0,1,1,0,1,0,0,0,Western,0,1,0,1,Positive,Negative
168,Ingredient_168,Vegetables,95,15.8,14.5,16.8,1.7,7.6,0.37,11.7,5.7,19.1,258.6,509.4,205.6,0.6,76.1,7432.9,3.1,6.2,1.54,37,19,Medium,62,1,0,0,1,0,0,0,0,Savory,Tender,8,6.33,Spring,17,0,0,1,1,1,1,0,1,0,Western,1,0,1,0,Positive,Positive
169,Ingredient_169,Oils,399,10.3,14.3,19.5,3.0,9.0,0.84,50.1,5.3,1.5,338.5,281.2,290.6,1.4,120.3,8635.2,54.3,12.2,2.13,72,3,Low,86,0,0,1,0,1,0,0,1,Sweet,Creamy,1,0.98,Fall,6,0,0,0,1,1,1,0,0,0,Asian,1,1,1,1,Positive,Neutral
170,Ingredient_170,Nuts/Seeds,213,2.5,28.4,12.9,9.9,12.8,0.39,86.5,13.4,8.0,180.8,364.1,332.2,7.7,190.3,397.2,0.5,22.1,2.3,93,21,Medium,80,0,0,0,0,0,0,0,0,Sour,Tender,7,8.83,All year,5,1,1,0,0,0,1,1,1,0,Western,1,0,0,0,Neutral,Positive
171,Ingredient_171,Oils,258,7.0,48.7,7.6,8.6,7.6,0.46,28.6,4.8,14.9,920.5,739.6,218.9,4.3,168.8,7448.1,31.3,8.3,2.26,97,18,Medium,57,1,0,0,1,0,0,0,0,Sweet,Tender,10,9.7,Fall,14,0,0,0,1,1,1,0,1,0,Indian,1,1,0,1,Neutral,Neutral
172,Ingredient_172,Grains,99,0.8,17.5,27.4,4.5,10.4,0.95,73.1,9.4,17.3,344.9,658.0,416.4,4.0,9.1,8777.5,59.5,30.8,1.05,46,6,Medium,85,0,0,1,0,0,0,0,0,Sour,Tender,1,3.36,Fall,8,1,1,0,1,1,1,0,1,0,Asian,1,0,0,0,Negative,Positive
173,Ingredient_173,Grains,365,26.0,19.4,1.3,2.3,6.6,0.07,71.1,3.7,13.8,89.2,74.4,396.2,8.5,83.9,3015.5,57.0,0.3,2.14,31,22,High,68,0,0,0,0,0,0,0,1,Neutral,Chewy,10,1.44,Summer,9,0,1,1,1,0,0,1,1,0,Mediterranean,0,1,0,0,Negative,Positive
174,Ingredient_174,Herbs/Spices,348,25.4,37.4,6.5,0.7,7.7,0.98,3.3,7.4,6.2,559.3,639.0,243.3,2.2,9.4,2899.0,32.4,16.7,2.1,93,14,Low,64,0,0,1,1,0,0,0,0,Neutral,Firm,6,4.23,All year,12,0,0,1,1,1,1,1,1,0,Global,1,1,1,0,Positive,Positive
175,Ingredient_175,Dairy,351,18.2,49.8,19.8,9.2,7.2,0.78,60.9,8.2,9.2,10.7,658.7,52.4,8.8,111.2,6104.6,66.1,32.1,2.92,87,12,High,99,0,0,0,0,1,0,0,0,Salty,Soft,7,3.75,Fall,9,1,1,1,0,1,0,1,0,0,Mexican,1,0,1,1,Negative,Negative
176,Ingredient_176,Dairy,63,8.7,19.8,11.8,9.0,11.3,0.74,15.3,2.5,9.7,263.8,380.5,253.8,8.9,50.0,3784.5,43.6,14.4,1.38,29,5,Medium,11,1,0,0,1,0,1,0,0,Savory,Chewy,10,8.17,Summer,16,1,0,1,0,0,1,1,0,0,Global,0,0,1,0,Positive,Positive
177,Ingredient_177,Vegetables,391,7.0,42.8,0.1,5.6,18.4,0.4,15.6,4.4,7.2,218.2,997.7,329.4,3.6,118.4,8093.0,22.2,33.3,1.32,1,12,Low,73,1,0,0,0,0,0,0,0,Savory,Tender,1,3.3,All year,6,1,1,0,1,1,1,1,0,0,Asian,0,1,1,1,Neutral,Negative
178,Ingredient_178,Nuts/Seeds,32,18.9,28.9,29.0,4.4,7.3,0.72,20.4,2.9,12.9,195.1,102.0,407.6,7.4,58.5,5943.9,17.9,47.6,2.79,56,15,Low,33,1,0,1,1,0,0,0,1,Neutral,Chewy,3,4.96,All year,9,0,0,1,0,1,1,0,1,0,Mediterranean,0,1,0,1,Negative,Neutral
179,Ingredient_179,Herbs/Spices,194,12.7,35.8,9.8,5.7,3.2,0.81,67.0,12.8,15.5,320.1,121.8,214.3,6.2,156.7,7288.2,22.3,24.9,1.67,10,14,High,52,1,0,0,0,0,0,0,0,Sour,Crunchy,8,1.25,Fall,14,1,0,1,0,0,0,1,1,1,Indian,0,1,0,1,Negative,Negative
180,Ingredient_180,Protein,18,10.5,35.9,16.9,6.8,18.2,0.3,82.6,12.4,3.3,353.5,655.7,397.8,5.0,0.8,6540.8,75.0,26.0,2.53,99,18,Low,20,0,0,0,0,0,0,0,0,Sweet,Creamy,3,3.0,Winter,18,0,1,1,0,0,0,0,0,1,Western,0,1,0,0,Negative,Negative
181,Ingredient_181,Herbs/Spices,248,10.8,38.5,7.8,6.3,1.8,0.85,12.2,13.3,0.9,124.1,586.9,177.4,0.3,16.0,5898.9,62.5,50.0,2.53,46,24,Medium,21,0,1,0,0,0,0,0,0,Salty,Soft,9,2.79,All year,18,0,1,0,1,1,0,1,0,1,Mediterranean,1,1,1,0,Negative,Negative
182,Ingredient_182,Nuts/Seeds,153,22.6,24.6,13.6,8.2,1.6,0.4,91.3,12.6,0.6,39.8,46.8,390.4,3.3,182.2,2707.3,30.2,27.1,3.71,54,20,High,92,0,0,0,0,0,0,0,0,Neutral,Crispy,0,2.6,All year,7,0,1,0,0,1,1,0,0,0,Asian,1,0,1,0,Positive,Positive
183,Ingredient_183,Herbs/Spices,73,10.3,48.5,23.6,1.5,7.4,0.92,44.5,3.6,12.1,790.9,714.3,351.7,3.4,40.2,7572.7,92.0,30.2,4.7,27,5,Medium,33,0,0,0,0,0,0,0,0,Savory,Firm,3,3.25,Fall,14,1,1,0,0,1,0,1,1,1,Mediterranean,1,1,1,0,Positive,Negative
184,Ingredient_184,Nuts/Seeds,249,16.9,27.1,25.9,7.1,11.0,0.91,88.3,5.5,6.6,288.2,180.5,78.3,2.1,72.9,9684.7,47.3,21.2,3.82,58,1,High,1,0,1,0,0,0,0,0,0,Bitter,Chewy,8,5.87,Winter,6,0,0,0,0,0,1,1,1,0,Mexican,1,0,1,1,Positive,Positive
185,Ingredient_185,Protein,34,0.9,18.5,6.9,8.2,10.8,0.08,83.3,1.7,19.1,489.4,519.4,169.8,8.3,19.3,4052.6,12.6,35.0,0.48,21,9,High,0,1,0,0,0,0,0,0,1,Savory,Tender,8,5.84,Fall,15,0,1,1,1,0,1,1,1,1,Asian,0,0,1,1,Negative,Negative
186,Ingredient_186,Nuts/Seeds,351,25.5,7.7,3.8,4.5,1.7,0.78,87.5,13.4,16.1,438.5,507.9,142.1,3.5,185.0,836.3,55.9,43.9,2.85,47,7,High,76,0,0,0,1,0,0,1,0,Bitter,Tender,8,6.58,Fall,1,0,0,0,1,1,0,0,0,1,Western,1,1,0,0,Neutral,Negative
187,Ingredient_187,Dairy,220,5.4,48.3,24.5,3.6,17.1,0.33,56.1,9.3,7.1,816.2,418.1,289.1,3.6,23.4,7478.9,86.1,44.1,0.48,97,4,High,60,0,0,0,0,0,0,0,1,Salty,Tender,6,8.49,All year,17,1,0,0,0,1,1,0,0,0,Global,1,0,1,1,Neutral,Neutral
188,Ingredient_188,Fruits,188,10.6,32.8,5.6,7.8,8.7,0.68,61.0,3.6,10.7,862.1,466.4,154.3,3.6,118.4,9834.5,10.2,22.0,0.15,53,4,Low,78,0,0,0,0,0,0,0,0,Neutral,Tender,2,6.27,Fall,19,1,0,0,1,1,1,0,1,1,Asian,0,0,1,0,Negative,Positive
189,Ingredient_189,Grains,142,12.0,20.4,15.5,4.5,8.5,0.65,3.9,8.8,0.2,793.6,736.1,248.0,9.5,193.8,2652.5,1.1,34.8,4.8,57,19,Medium,87,0,0,0,0,0,1,0,0,Neutral,Chewy,1,7.29,All year,1,1,0,1,1,0,1,1,1,0,Indian,1,1,1,1,Positive,Positive
190,Ingredient_190,Fruits,394,5.3,22.4,8.4,9.6,0.2,0.52,36.7,11.0,11.5,229.2,197.8,93.2,6.2,52.1,3824.2,59.4,1.2,1.92,0,2,Medium,66,0,0,1,0,0,0,1,0,Salty,Crispy,2,4.31,Fall,15,1,0,1,1,0,0,1,1,1,Global,1,1,1,1,Neutral,Positive
191,Ingredient_191,Fruits,267,3.3,20.3,15.6,1.2,1.2,0.94,57.0,4.7,4.5,946.7,506.8,88.9,5.3,5.1,2738.4,87.1,23.5,0.25,61,15,High,33,1,0,0,1,0,0,0,0,Sweet,Creamy,6,0.8,Winter,3,1,1,1,0,1,0,1,1,1,Mexican,0,0,1,1,Neutral,Neutral
192,Ingredient_192,Oils,330,11.4,3.2,1.2,5.7,15.0,0.42,67.2,7.4,9.1,48.4,88.4,68.8,9.3,91.5,6748.1,9.1,34.3,3.93,29,2,Low,4,0,0,0,0,0,0,0,1,Neutral,Crunchy,9,3.19,Spring,2,0,0,1,0,0,1,0,0,1,Mediterranean,1,1,1,0,Positive,Neutral
193,Ingredient_193,Nuts/Seeds,80,18.3,42.1,25.9,0.2,3.6,0.5,52.0,14.5,11.9,865.1,319.5,275.4,3.2,173.7,302.2,55.8,37.7,3.08,18,6,High,62,0,0,0,0,0,0,1,0,Salty,Crunchy,10,0.99,Spring,19,1,1,0,0,1,1,1,1,0,Mexican,1,1,1,1,Positive,Neutral
194,Ingredient_194,Oils,385,0.9,23.2,21.0,9.7,2.6,0.71,58.6,4.3,5.1,219.0,733.6,471.7,6.0,108.1,1048.4,99.9,24.6,1.31,51,7,Low,46,0,0,0,0,0,1,0,0,Neutral,Firm,2,6.25,Winter,5,0,0,0,1,1,0,1,1,0,Global,1,1,0,0,Negative,Positive
195,Ingredient_195,Protein,216,27.5,4.8,11.9,7.1,1.9,0.57,44.6,9.6,12.8,382.4,608.2,124.9,5.1,2.2,6270.9,78.2,11.4,2.1,70,17,High,83,0,0,1,0,1,0,0,0,Neutral,Firm,7,2.68,Winter,10,1,1,1,1,0,1,0,0,0,Mexican,1,1,1,0,Negative,Negative
196,Ingredient_196,Grains,62,5.8,21.3,13.4,3.2,18.2,0.18,26.7,12.4,5.4,889.6,690.3,121.8,4.9,140.4,3707.8,54.7,12.0,1.99,1,15,Medium,70,0,0,0,1,0,0,0,0,Bitter,Chewy,10,2.41,Summer,1,1,1,0,0,0,0,1,1,1,Mexican,0,1,0,1,Negative,Neutral
197,Ingredient_197,Herbs/Spices,250,12.2,38.7,2.9,6.4,3.7,0.59,77.5,0.2,15.1,944.8,295.9,91.7,9.4,32.1,3552.0,88.3,6.8,2.19,29,10,High,88,0,1,0,1,0,0,0,0,Sour,Soft,10,7.37,Winter,14,1,0,0,1,1,0,1,0,0,Mexican,0,1,1,1,Neutral,Positive
198,Ingredient_198,Nuts/Seeds,245,18.7,41.9,10.0,6.7,6.7,0.19,90.9,7.3,13.7,653.7,1.9,74.9,3.2,170.9,3957.3,4.4,45.0,3.2,52,17,High,17,0,1,0,0,0,0,1,0,Savory,Crunchy,3,8.52,Spring,17,1,0,1,1,1,1,1,1,0,Western,0,1,0,0,Negative,Neutral
199,Ingredient_199,Oils,343,2.0,43.4,5.4,1.6,2.1,0.28,95.0,10.8,19.3,285.3,379.0,315.1,8.5,53.8,6581.5,62.7,16.6,2.21,81,4,Low,44,0,0,1,0,0,0,0,0,Neutral,Crispy,5,8.19,Winter,3,0,0,1,0,0,1,1,1,0,Mexican,1,1,0,1,Negative,Neutral
200,Ingredient_200,Oils,127,24.0,43.1,15.0,5.0,4.1,0.52,78.1,10.4,11.8,960.7,25.8,194.6,4.3,124.9,995.6,65.0,13.2,3.8,13,11,Low,14,0,0,0,1,0,0,0,0,Sour,Firm,1,6.46,Fall,7,0,0,1,1,1,1,0,0,1,Mexican,1,1,1,1,Negative,Positive
